type,headline,url,date
Press Release,Missouri Man Pleads Guilty to Arson at Mosque and Attempted Arson at Planned Parenthood,"https://www.justice.gov<a href=""/opa/pr/missouri-man-pleads-guilty-arson-mosque-and-attempted-arson-planned-parenthood"" rel=""bookmark"">
<span class=""field-formatter--string"">Missouri Man Pleads Guilty to Arson at Mosque and Attempted Arson at Planned Parenthood</span>
</a>",2016-04-18
Press Release,Justice Department Closes Investigation After Pennsylvania Department of Corrections Takes Significant Steps to Reform its Use of Solitary Confinement,"https://www.justice.gov<a href=""/opa/pr/justice-department-closes-investigation-after-pennsylvania-department-corrections-takes"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Closes Investigation After Pennsylvania Department of Corrections Takes Significant Steps to Reform its Use of Solitary Confinement </span>
</a>",2016-04-14
Press Release,Three Former Correctional Officers in Georgia Indicted for Roles in Beating Inmate,"https://www.justice.gov<a href=""/opa/pr/three-former-correctional-officers-georgia-indicted-roles-beating-inmate"" rel=""bookmark"">
<span class=""field-formatter--string"">Three Former Correctional Officers in Georgia Indicted for Roles in Beating Inmate</span>
</a>",2016-04-13
Speech,Head of the Civil Rights Division Vanita Gupta Delivers Remarks at the D.C. Access to Justice Commission’s Raising the Bar Event,"https://www.justice.gov<a href=""/opa/speech/head-civil-rights-division-vanita-gupta-delivers-remarks-dc-access-justice-commission-s"" rel=""bookmark"">
<span class=""field-formatter--string"">Head of the Civil Rights Division Vanita Gupta Delivers Remarks at the D.C. Access to Justice Commission’s Raising the Bar Event</span>
</a>",2016-04-11
Press Release,Two Defendants Sentenced for Role in Forced Labor Scheme that Exploited Guatemalan Minors at Ohio Egg Farms,"https://www.justice.gov<a href=""/opa/pr/two-defendants-sentenced-role-forced-labor-scheme-exploited-guatemalan-minors-ohio-egg-farms"" rel=""bookmark"">
<span class=""field-formatter--string"">Two Defendants Sentenced for Role in Forced Labor Scheme that Exploited Guatemalan Minors at Ohio Egg Farms</span>
</a>",2016-04-11
Speech,Head of the Civil Rights Division Vanita Gupta Delivers Remarks at the NYU School of Law Center on the Administration of Criminal Law’s Eighth Annual Conference,"https://www.justice.gov<a href=""/opa/speech/head-civil-rights-division-vanita-gupta-delivers-remarks-nyu-school-law-center"" rel=""bookmark"">
<span class=""field-formatter--string"">Head of the Civil Rights Division Vanita Gupta Delivers Remarks at the NYU School of Law Center on the Administration of Criminal Law’s Eighth Annual Conference</span>
</a>",2016-04-08
Press Release,Justice Department Settles with Indiana Doctor Over Discrimination Against an Individual with HIV,"https://www.justice.gov<a href=""/opa/pr/justice-department-settles-indiana-doctor-over-discrimination-against-individual-hiv"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Settles with Indiana Doctor Over Discrimination Against an Individual with HIV</span>
</a>",2016-04-07
Press Release,Former St. Louis Police Officer Pleads Guilty to Violating Civil Rights by Assaulting Arrestee,"https://www.justice.gov<a href=""/opa/pr/former-st-louis-police-officer-pleads-guilty-violating-civil-rights-assaulting-arrestee"" rel=""bookmark"">
<span class=""field-formatter--string"">Former St. Louis Police Officer Pleads Guilty to Violating Civil Rights by Assaulting Arrestee</span>
</a>",2016-04-06
Speech,"Head of the Civil Rights Division Vanita Gupta Delivers Remarks at Press Conference to Announce Agreement with City of Newark, New Jersey, to Reform Police Department’s Unconstitutional Practices","https://www.justice.gov<a href=""/opa/speech/head-civil-rights-division-vanita-gupta-delivers-remarks-press-conference-announce"" rel=""bookmark"">
<span class=""field-formatter--string"">Head of the Civil Rights Division Vanita Gupta Delivers Remarks at Press Conference to Announce Agreement with City of Newark, New Jersey, to Reform Police Department’s Unconstitutional Practices</span>
</a>",2016-03-30
Press Release,Jury Convicts Iowa Man of Racially Motivated Hate Crime for Attacking an African-American Man,"https://www.justice.gov<a href=""/opa/pr/jury-convicts-iowa-man-racially-motivated-hate-crime-attacking-african-american-man"" rel=""bookmark"">
<span class=""field-formatter--string"">Jury Convicts Iowa Man of Racially Motivated Hate Crime for Attacking an African-American Man</span>
</a>",2016-03-30
Press Release,"Justice Department Reaches Agreement with City of Newark, New Jersey, to Reform Police Department’s Unconstitutional Practices","https://www.justice.gov<a href=""/opa/pr/justice-department-reaches-agreement-city-newark-new-jersey-reform-police-department-s"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Reaches Agreement with City of Newark, New Jersey, to Reform Police Department’s Unconstitutional Practices</span>
</a>",2016-03-30
Press Release,"Former Tallassee, Alabama, Assistant Police Chief Sentenced for Beating Suspect During Interrogation, False Statements to the FBI and Selling Drugs","https://www.justice.gov<a href=""/opa/pr/former-tallassee-alabama-assistant-police-chief-sentenced-beating-suspect-during"" rel=""bookmark"">
<span class=""field-formatter--string"">Former Tallassee, Alabama, Assistant Police Chief Sentenced for Beating Suspect During Interrogation, False Statements to the FBI and Selling Drugs</span>
</a>",2016-03-25
Press Release,Justice Department Sues Wyoming State Agency for Sex Discrimination,"https://www.justice.gov<a href=""/opa/pr/justice-department-sues-wyoming-state-agency-sex-discrimination"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Sues Wyoming State Agency for Sex Discrimination</span>
</a>",2016-03-24
Press Release,"Former Tate County, Mississippi, Sheriff’s Deputy Sentenced for Unlawful Tasing","https://www.justice.gov<a href=""/opa/pr/former-tate-county-mississippi-sheriff-s-deputy-sentenced-unlawful-tasing"" rel=""bookmark"">
<span class=""field-formatter--string"">Former Tate County, Mississippi, Sheriff’s Deputy Sentenced for Unlawful Tasing</span>
</a>",2016-03-24
Press Release,Second Man Pleads Guilty to Tying Rope Around Neck of James Meredith Statue on Ole Miss Campus,"https://www.justice.gov<a href=""/opa/pr/second-man-pleads-guilty-tying-rope-around-neck-james-meredith-statue-ole-miss-campus"" rel=""bookmark"">
<span class=""field-formatter--string"">Second Man Pleads Guilty to Tying Rope Around Neck of James Meredith Statue on Ole Miss Campus</span>
</a>",2016-03-24
Press Release,U.S. Bureau of Prisons Corrections Officer Sentenced in Connection with Assault of Prison Inmate and Falsifying Reports,"https://www.justice.gov<a href=""/opa/pr/us-bureau-prisons-corrections-officer-sentenced-connection-assault-prison-inmate-and"" rel=""bookmark"">
<span class=""field-formatter--string"">U.S. Bureau of Prisons Corrections Officer Sentenced in Connection with Assault of Prison Inmate and Falsifying Reports</span>
</a>",2016-03-24
Speech,Head of the Civil Rights Division Vanita Gupta Delivers Remarks at the End Violence Against Women International Conference,"https://www.justice.gov<a href=""/opa/speech/head-civil-rights-division-vanita-gupta-delivers-remarks-end-violence-against-women"" rel=""bookmark"">
<span class=""field-formatter--string"">Head of the Civil Rights Division Vanita Gupta Delivers Remarks at the End Violence Against Women International Conference</span>
</a>",2016-03-23
Press Release,"Pasco County, Florida, Man Sentenced to Prison for Cross Burning","https://www.justice.gov<a href=""/opa/pr/pasco-county-florida-man-sentenced-prison-cross-burning"" rel=""bookmark"">
<span class=""field-formatter--string"">Pasco County, Florida, Man Sentenced to Prison for Cross Burning</span>
</a>",2016-03-23
Press Release,"Justice Department Obtains $130,000 Settlement in Lawsuit Against Indiana Mobile Home Park for Discriminating Against Families with Children","https://www.justice.gov<a href=""/opa/pr/justice-department-obtains-130000-settlement-lawsuit-against-indiana-mobile-home-park"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Obtains $130,000 Settlement in Lawsuit Against Indiana Mobile Home Park for Discriminating Against Families with Children</span>
</a>",2016-03-23
Press Release,Texas Man Sentenced for Obstructing Federal Hate Crime Investigation,"https://www.justice.gov<a href=""/opa/pr/texas-man-sentenced-obstructing-federal-hate-crime-investigation"" rel=""bookmark"">
<span class=""field-formatter--string"">Texas Man Sentenced for Obstructing Federal Hate Crime Investigation</span>
</a>",2016-03-23
Press Release,Justice Department Settles Claims Against Barrios Street Realty Inc. for Discriminating Against U.S. Workers,"https://www.justice.gov<a href=""/opa/pr/justice-department-settles-claims-against-barrios-street-realty-inc-discriminating-against-us"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Settles Claims Against Barrios Street Realty Inc. for Discriminating Against U.S. Workers</span>
</a>",2016-03-21
Press Release,"Justice Department and City of Ferguson, Missouri, Resolve Lawsuit with Agreement to Reform Ferguson Police Department and Municipal Court to Ensure Constitutional Policing","https://www.justice.gov<a href=""/opa/pr/justice-department-and-city-ferguson-missouri-resolve-lawsuit-agreement-reform-ferguson"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department and City of Ferguson, Missouri, Resolve Lawsuit with Agreement to Reform Ferguson Police Department and Municipal Court to Ensure Constitutional Policing</span>
</a>",2016-03-17
Press Release,Justice Department Files Sexual Harassment Lawsuit Against Owners and Property Managers of West Virginia Homes and Apartments,"https://www.justice.gov<a href=""/opa/pr/justice-department-files-sexual-harassment-lawsuit-against-owners-and-property-managers-west"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Files Sexual Harassment Lawsuit Against Owners and Property Managers of West Virginia Homes and Apartments</span>
</a>",2016-03-16
Press Release,Former Captain Sentenced for Withholding Evidence Favorable to a Defendant and Obstructing Justice,"https://www.justice.gov<a href=""/opa/pr/former-captain-sentenced-withholding-evidence-favorable-defendant-and-obstructing-justice"" rel=""bookmark"">
<span class=""field-formatter--string"">Former Captain Sentenced for Withholding Evidence Favorable to a Defendant and Obstructing Justice</span>
</a>",2016-03-15
Press Release,"Statement from Head of the Civil Rights Division Vanita Gupta Regarding Ferguson, Missouri, City Council Vote to Approve Consent Decree","https://www.justice.gov<a href=""/opa/pr/statement-head-civil-rights-division-vanita-gupta-regarding-ferguson-missouri-city-council-0"" rel=""bookmark"">
<span class=""field-formatter--string"">Statement from Head of the Civil Rights Division Vanita Gupta Regarding Ferguson, Missouri, City Council Vote to Approve Consent Decree</span>
</a>",2016-03-15
Press Release,Justice Department Announces Resources to Assist State and Local Reform of Fine and Fee Practices,"https://www.justice.gov<a href=""/opa/pr/justice-department-announces-resources-assist-state-and-local-reform-fine-and-fee-practices"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Announces Resources to Assist State and Local Reform of Fine and Fee Practices</span>
</a>",2016-03-14
